AcX,AcY,AcZ,GyX,GyY,GyZ,bpm,label
-14108,-4636,7208,4715,2068,1806,68.0,
-26808,-9348,5996,2669,-4227,-3622,62.6,
-20268,-7988,2908,8854,-8869,-13596,66.9,
-16716,-4236,1308,2893,-13450,-13982,65.5,
-13716,-6940,792,828,-9545,-14448,70.1,
-12404,-4680,668,817,-4655,-9067,65.2,
-12480,-4528,1600,1171,-187,-775,67.9,
-15892,-6416,5116,-12241,3560,20030,60.5,
-16968,-7304,6000,6424,13096,17678,65.7,
-14724,-2640,3992,2932,11822,9780,68.7,
-25512,-7144,2132,13343,-10759,-12452,79.3,
-16892,-3028,1596,-4056,-16577,-17938,69.4,
-13172,-6408,820,-4743,-11981,-17276,72.0,
-9540,-4888,1244,-3731,-4175,-5442,65.7,
-13288,-5692,2200,4924,5008,10086,60.0,
-11988,-5796,4680,-8196,9686,26752,59.5,
-22584,-8364,3772,9699,15436,21682,61.0,
-14916,-2280,5032,-5062,10841,7307,65.9,
-14624,-5708,5552,-13730,2387,1708,65.4,
-12012,-6852,8692,-307,2163,-1304,66.7,
-21292,-6420,6284,6393,-3859,-4284,70.7,
-19372,-6684,2820,8775,-11379,-12551,73.1,
-17996,-3532,612,-3394,-18998,-15236,69.5,
-13360,-6032,-388,-12762,-12628,-18913,68.7,
-10336,-5880,2140,3223,-2188,-8759,66.6,
-11988,-4412,2700,10086,4708,2707,70.3,
-12468,-9144,4896,-5248,5428,21946,67.7,
-16348,-7780,3016,-12727,9220,17013,68.5,
-11932,-9720,5912,-6967,11108,12425,69.3,
-14468,-5768,6820,6594,10192,7200,62.1,
-13192,-5764,5344,-13123,-6476,-7146,69.1,
-13696,-8284,3252,-14883,-10189,-4810,66.1,
-19164,-9104,-28,-7558,-8020,-12583,70.4,
-16052,-6964,1136,-550,-5883,-15895,78.3,
-13752,-5292,268,-1898,-5802,-13764,73.3,
-12088,-5312,332,-4433,-6177,67,72.2,
-13484,-5568,-976,-10614,-9704,16673,66.1,
-23396,-9440,-2188,-18303,-17527,32767,74.6,
-18984,-10768,-15272,-32768,-32768,31584,62.4,
-12756,-19236,2780,-11647,-12619,5228,73.7,
-17676,-4112,2612,-8997,11329,2776,74.5,
-13172,-484,3652,-5923,10038,209,67.2,
-17308,-1500,5000,-1793,4865,896,67.6,
-16140,-208,3988,-6012,-2796,-2781,69.2,
-16488,-720,2692,-7442,-8390,-1787,63.4,
-17552,-6080,3784,5166,-10436,-4273,73.1,
-21748,-5260,1336,2439,-17344,-11059,62.4,
-21016,-6172,804,-11053,-19969,-16631,60.0,
-15360,-7824,960,-5616,-9811,-19515,65.6,
-10988,-4980,1076,3673,-429,-12387,70.2,
-10692,-5468,5128,14167,8729,1399,62.6,
-16748,-2152,3508,-6044,10707,19162,64.4,
-17976,-7192,4376,-19004,8606,25545,61.5,
-15456,-7448,4084,-5081,7744,18318,67.5,
-15032,-6720,6736,758,6967,6107,65.2,
-12720,-5468,6104,17,2226,1328,71.0,
-14744,-5460,3352,1599,-4891,-4707,58.6,
-20572,-4488,-616,1914,-6305,-18384,68.5,
-16252,-4560,-2100,-12831,-9084,-18940,68.4,1.0
-17552,-4660,-1792,-11273,-5725,-18221,66.5,1.0
-4692,-10724,3924,-5572,-3175,10544,70.3,1.0
-3096,-8968,2620,-5652,-3930,7510,71.4,1.0
-5616,-11816,1772,-10846,-5695,1405,57.9,1.0
-22116,-15168,5716,19562,139,2013,71.0,1.0
-24476,-19600,5492,32767,15587,-2030,76.6,1.0
-21168,-6076,12916,6368,-1763,-2694,70.3,1.0
-31416,-32768,3084,32767,-7202,20364,73.6,1.0
-28972,-24224,2752,-14976,-32768,32767,73.1,1.0
-7284,-17664,-8480,-9759,-32768,32767,67.1,1.0
16196,-8764,-3192,13448,-1882,28575,66.4,1.0
8992,-17100,7976,-6520,-7711,19340,79.8,1.0
9388,-1660,3100,-6424,-114,8525,61.6,1.0
6248,-4324,9584,-7085,11647,17355,66.9,1.0
3764,-8188,14460,-2355,18016,18932,58.6,1.0
-3000,-12932,18800,-44,20075,10484,83.0,1.0
-12800,-7912,21864,-11301,15030,2222,75.1,1.0
-1972,-5496,9344,-8694,-1699,4795,63.1,1.0
-8436,-10096,14196,-6352,2485,4160,64.3,1.0
-6828,-6168,11760,704,3209,1618,65.9,1.0
-7992,-6852,11556,-467,1193,754,63.8,1.0
-7812,-6000,11216,-2387,-357,1401,79.4,1.0
-8392,-7956,11020,370,491,-186,79.6,1.0
-7816,-7676,11036,50,651,-388,79.7,1.0
-8172,-7588,11164,-464,320,-238,79.9,1.0
-8196,-7320,11552,-1531,86,421,70.2,1.0
-8128,-7092,10784,-958,94,292,76.2,1.0
-8076,-7768,10996,-1228,371,358,78.8,1.0
-8312,-7904,10760,-1456,380,427,66.2,1.0
-8444,-7372,10636,-1508,234,481,70.1,1.0
-8704,-7292,10360,-1221,-157,123,81.8,1.0
-8464,-8844,10244,-2686,-585,-68,83.2,1.0
-8172,-8700,10284,-1272,-284,138,75.5,1.0
-8556,-8160,9860,-745,-362,-158,75.7,1.0
-8420,-8792,9732,-1466,-990,-211,82.0,1.0
-8068,-8976,10056,-937,-315,-169,65.3,1.0
-8056,-8908,9956,-1207,85,-371,70.5,1.0
-8228,-9072,9756,-586,-286,-88,69.9,1.0
-8020,-8936,10016,-536,174,-391,73.2,1.0
-8340,-9124,9732,-1433,401,307,76.0,1.0
-8200,-8992,9048,-4590,-714,929,77.6,1.0
-8188,-10396,8992,-1511,-343,204,62.2,
-8264,-9948,8900,-666,-254,124,62.4,
-8232,-9868,8868,-575,-9,203,68.0,
-8332,-10124,8984,-628,103,182,74.9,
-8336,-10172,8756,-662,350,92,61.6,
-8500,-10100,8616,-340,5,108,65.1,
-8264,-9988,8600,-529,-495,97,71.7,
-8328,-9864,8696,-421,-319,26,66.3,
-8268,-9928,8760,-517,-362,-19,69.6,
-8408,-9944,8916,-466,-296,0,65.3,
-8340,-10100,8700,-632,-316,18,75.4,
-8164,-10220,8724,-623,-584,189,61.9,
-8028,-10296,8808,-484,-386,-7,66.9,
-8112,-10176,8820,-546,-356,80,58.4,
-7960,-10200,8912,-592,-470,84,67.1,
-8100,-10352,8988,-493,-261,110,69.6,
-7912,-10312,9012,-452,14,113,69.9,
-8236,-10080,8660,-483,-21,88,65.7,
-7960,-10060,8824,-374,-353,152,63.6,
-8036,-10536,8616,-638,-645,499,73.0,
-8028,-10096,9056,-453,-658,53,77.0,
-7832,-10072,9072,-563,31,2,65.8,
-8088,-10144,8776,-523,1,29,70.1,
-8036,-10176,8672,-539,-285,146,64.9,
-8044,-10096,8856,-500,-89,75,57.4,
-8028,-10208,8832,-485,-195,67,68.7,
-8008,-10124,8968,-446,-190,32,69.3,
-7988,-10252,8880,-397,-206,82,65.4,
-7896,-10240,8992,-386,-138,7,64.3,
-7972,-10304,8832,-410,-162,26,71.5,
-11332,-5040,7056,3370,2683,3970,72.1,
-9236,-7628,9560,782,1264,5258,66.3,
-7360,-5976,11716,2537,-803,2068,70.8,
-5224,-8340,12804,3332,-3017,-1205,72.4,
-12024,-6300,7412,4718,-1355,-877,77.0,
-6428,-4624,9532,3578,6174,2895,67.5,
-11448,-4940,19848,-1394,2406,5017,73.0,
-9996,-4216,9872,10490,9212,2224,58.0,
-12148,-3628,13276,23221,14170,-1568,75.8,
-12800,-1628,3156,22711,18047,-4684,64.3,
-18988,-3336,-1856,-3639,8129,2418,63.4,
-13896,308,-3156,-6946,4015,-770,68.0,
-10504,-1816,-2044,-3781,-1588,-5106,69.5,
-9768,-348,-4040,-9600,-8134,-6369,68.4,
-13888,-568,-4616,-14857,-9631,-4605,73.3,
-15704,-772,-4008,-15826,-7502,-3206,68.2,
-16316,-2796,-2116,-20641,-8372,-3467,67.3,
-17128,-6528,-1676,-24942,-8789,7332,67.6,
-10720,-8460,1344,-17365,-3077,10151,75.9,
-12628,-6424,-1432,-32768,-1916,10907,78.8,
-17880,-9508,7924,-14899,-4242,-1880,68.0,
-23592,-6180,-656,-2388,-11398,-8754,66.8,
-11400,-6752,2564,-19916,-9017,-19713,72.7,
-15632,-8976,1484,7539,-2987,-18297,68.6,
-13804,-3972,2924,3282,-5786,-6495,65.4,
-11368,-6864,4116,630,-938,2965,64.4,
-13532,-7224,3740,10667,5299,12254,73.3,
-23588,-4704,-476,-12797,3364,20964,66.5,
-15540,-10564,4948,-21156,2197,19024,74.3,
-13972,-6396,3160,6381,8260,11315,67.9,
-28716,-8856,7108,4051,-8173,-6531,64.4,
-26328,-6376,2112,9057,-14522,-17872,64.6,
-15212,-2712,1128,-8982,-19060,-21449,63.9,
-11360,-7352,1460,-2855,-8148,-18231,62.8,
-9712,-3368,568,3001,-2538,-5560,68.2,
-14924,-3928,1576,-7316,3240,13983,77.4,
-15308,-12920,10832,-691,7814,30613,60.4,
-18032,-4980,4480,1903,10143,28371,67.1,
-13860,-9276,6088,-642,6219,10356,70.1,
-11944,-7384,7496,858,2966,2585,62.7,
-18980,-9188,5440,2488,181,-8090,64.9,
-17732,-7480,3544,4631,-6705,-20168,61.7,
-20628,-5200,3132,3735,-10632,-21558,65.1,
-15924,-6232,3208,6402,-8021,-19511,58.5,
-11372,-2276,1112,1158,-8367,-9360,70.3,
-10640,-4636,1928,-6271,-3142,3914,66.8,
-10696,-7044,3524,-13811,690,25570,78.3,
-21460,-9360,3060,-347,8245,27326,63.0,
-17432,-6636,4580,-3461,10684,18160,69.1,
-13172,-7948,6436,797,7570,6920,66.2,
-16480,-5424,2576,-3369,-9542,-25589,65.9,
-12636,-6008,-400,6431,-6705,-14959,62.5,
-9456,-4328,-936,-2544,-1969,4770,65.1,
-10628,-6488,396,24053,5232,18400,79.3,
-32740,-2932,-5888,-32768,-3364,32767,65.3,
-20444,-15908,-260,-32768,-18042,25647,69.8,
-18956,-8444,-664,-615,-11488,10520,55.6,
-11312,-10020,-904,-19951,-10503,10331,74.5,
-11620,-6276,-296,-10910,-2292,6118,66.4,
-12576,-7200,-1140,-28732,1445,8662,74.9,
-18128,-7984,6896,-7631,15047,11236,67.1,
-17928,-6224,9228,-8370,7160,6392,77.1,
-15392,-6876,7600,2776,7,-4946,66.8,
-15244,-7240,5336,8654,-5501,-2314,68.1,
-20088,-5676,1764,9081,-13061,-7628,63.1,
-18268,-4944,308,-9385,-18467,-14939,67.0,
-14016,-7052,2124,-9680,-11737,-16080,70.3,
-12552,-6716,2592,9889,911,-9948,64.4,
-13872,-1460,24,-2632,6047,6366,77.6,
-12168,-7196,4328,4095,12248,16138,60.6,
-14892,-1844,8388,6640,7525,2152,58.2,
-13028,-5260,7900,-3332,-2120,-751,59.9,
-18580,-7192,6204,2519,-8567,-5074,67.4,
-18624,-20048,4848,27975,-5519,-18726,65.6,
-17772,-4468,320,8383,-13743,-17400,64.4,
-10952,-8980,2968,825,-13878,-12896,64.5,
-9188,-5408,1776,-5898,-10504,-5431,72.6,
-8976,-6252,4292,-2995,-2109,2430,81.2,
-11120,-5624,2872,-6606,4561,17762,59.1,
-17464,-7100,3632,-9462,10145,23076,67.1,
-17568,-7448,5952,-11232,11062,18002,58.4,
-15436,-7264,7120,5641,11162,8301,67.2,
-13808,-5380,8400,380,4309,3407,69.8,
-23472,-8088,5988,1821,-3875,-4512,67.0,
-16324,-6972,3088,3214,-9728,-15207,63.1,
-19304,-7208,2380,8411,-12883,-13476,65.7,
-15832,-5440,-304,5245,-12520,-14288,69.3,
-12268,-4364,76,-2876,-9451,-13005,61.0,
-13324,-7080,3776,905,-1601,-1347,66.0,
-13792,-2080,1312,-8464,1550,8576,59.6,
-16796,-9468,7064,-257,16333,20494,69.8,
-15608,-5336,6380,30772,18545,-288,58.3,
-15148,912,8460,-1896,-2890,-2383,64.7,
-27684,-7928,6972,-4971,-15732,-2986,66.4,
-27108,-7504,1152,-7540,-22799,-13479,63.4,
-15296,-5968,1456,-17546,-18101,-21783,65.5,
-11504,-7040,-424,4289,-4411,-20191,68.5,
-11992,-5236,1412,12196,2783,-4307,63.9,
-19704,-172,-2476,-4584,4910,12869,63.4,
-16908,-8592,4516,-15766,6703,28306,72.0,
-15596,-3508,8992,5194,11594,8030,78.1,
-14480,-5696,7964,-7140,-3498,-4309,57.2,
-15744,-6056,5524,-1763,-13990,-13547,61.7,
-27948,-7744,2028,1460,-16359,-20473,68.7,
-15628,-5508,1980,-4333,-12605,-20715,65.6,
-12816,-5556,564,8555,-5172,-15073,70.0,
-10912,-4024,1320,3784,-2049,-3680,65.5,
-20548,-3740,-1556,-8964,2243,12378,70.2,
-12652,-11108,7584,-7236,10314,24786,59.7,
-17184,-5160,1096,15687,16522,16432,68.8,
-30112,-7248,3920,-9896,-11160,-2742,68.8,
-16968,-2984,-1564,-19044,-17410,-15257,63.9,
-15352,-6668,-736,-10247,-12272,-19779,75.1,
-11692,-6520,964,4557,-6147,-14200,72.6,
-11428,-3396,-248,-7115,-10282,2523,61.6,
-16256,-11576,-1456,-32768,-24255,22185,67.9,
-24144,-8868,-7812,-32768,-32768,31865,63.9,
-9244,-18708,-4708,-32768,-23303,8190,69.2,
-12264,-8780,-1684,10199,-9582,8173,66.0,
-13384,-6788,656,-3741,-3218,11305,76.5,
-12136,-6924,2936,14800,6262,8984,63.7,
-14976,-3344,2948,-3882,4663,5435,64.6,
-12172,-5604,8488,-9624,4804,4215,58.7,
-13804,-2188,7656,-4566,4663,3499,72.7,
-15184,-4580,7768,-3861,2074,1288,78.1,
-11788,-2648,3180,996,-1636,-7230,65.6,
-17276,-8572,4288,9647,-2638,-5304,68.2,
-20592,-6580,3860,13080,-6811,-7215,64.6,
-18836,-4220,2244,-1736,-15464,-11864,68.2,
-12564,-5636,2656,-13959,-14151,-10389,63.4,
-9756,-6948,3620,1420,316,594,65.0,
-12944,-4672,2404,6950,8815,7279,68.5,
-17116,-5384,2788,-12400,8782,20142,72.6,
-15440,-5728,3224,190,10932,14068,70.3,
-15624,-4876,2932,-13395,6312,9035,68.6,
-14040,-3348,3784,-8342,5814,3508,67.8,
-14600,-4356,8368,-3756,4724,4855,65.6,
-15892,-888,5320,7379,-232,-1995,63.6,
-18524,-4372,2968,-4911,-11279,-4329,64.9,
-17192,-9280,4112,6583,-7970,-13119,66.6,
-18580,-4772,220,6187,-12015,-11333,70.8,
-14164,-3648,248,-10243,-11804,-14905,63.1,
-13668,-7832,2920,-3980,-4867,-10895,67.3,
-14972,-4328,2572,7022,3077,-100,78.3,
-9716,-5744,4908,-6606,7495,17357,60.9,
-19620,-4812,2672,-2896,10651,23496,63.7,
-16792,-7976,7064,-2896,12294,17925,62.6,
-15744,-2976,4960,2067,9035,5999,62.1,
-12520,-5840,7924,-6433,1233,81,67.4,
-15792,-6500,5744,2189,-2525,-4797,70.3,
-18508,-8108,2896,13149,-9362,-14491,63.6,
-20636,-3672,-44,-170,-18659,-16874,63.2,
-13132,-7324,864,-9218,-11279,-19138,77.2,
-10632,-4528,344,1981,-3182,-10362,69.5,
-11244,-6468,2816,7991,4497,2983,71.2,
-18816,-3780,564,-7403,6822,20056,68.8,
-18628,-9184,5576,-2448,12576,23820,67.7,
-17104,-5328,4264,2152,14119,16388,67.9,
-14796,-7668,6936,287,9638,5569,68.9,
-12488,-3792,9764,9340,3000,-664,68.8,
-23456,-6948,5896,-5292,-9909,-7838,64.0,
-20840,-7336,2660,1512,-16591,-18405,64.6,
-17744,-5988,992,-1384,-16112,-12555,65.6,
-12040,-6684,1036,3408,-7567,-12020,62.9,
-11120,-3796,232,-122,-3000,-6135,68.6,
-10988,-4748,2824,3246,3478,3163,68.1,
-13828,-7288,6108,-11632,8444,23126,67.3,
-16960,-6196,5816,-5960,9626,16577,69.0,
-14308,-12128,10968,-3833,12050,12518,81.4,
-14256,-4180,6284,30868,14834,1885,68.8,
-14132,-2332,5764,2221,-4390,-1232,64.5,
-19976,-5028,1488,-8808,-15824,-330,61.8,
-21040,-4552,-2228,-771,-12751,-12593,67.6,
-12824,-6156,3396,-1019,-2427,-10597,64.2,
-10544,-1428,-2460,19291,1498,-4083,66.2,
-14664,-3792,2720,-4149,1898,4243,69.7,
-15728,-1856,1700,-4160,3388,8270,65.2,
-14328,-4252,140,-27884,-1963,12043,80.0,
-13992,-7352,2508,-12860,2218,6131,68.3,
-15152,-6264,3348,-6933,6222,6856,65.2,
-13768,-5044,5940,-605,5860,5154,68.0,
-14296,-5956,7112,-5055,1272,2399,73.6,
-23616,-9512,6336,4185,-5009,-2964,62.3,
-21548,-7604,2372,19811,-8185,-17185,67.4,
-17240,-4652,672,8584,-13658,-16925,70.1,
-14260,-5656,-680,-6272,-13732,-11250,69.9,
-12112,-6440,1252,-6306,-4708,-8062,64.3,
-13168,-9036,4364,8456,2057,-4079,66.7,
-6604,-5740,6424,-12481,3744,10485,67.6,
-12948,-15536,10868,9907,9521,14990,59.6,
-7708,-12204,10836,5440,3085,6,77.4,
-12232,-12484,5624,14147,9454,-4035,67.0,
-15212,-10856,1916,32767,6414,-7300,65.2,
-13832,-4352,-5912,21368,-3199,-10711,65.3,
-11760,-9528,-5028,-2683,1253,-7978,66.5,
-13756,-10696,-768,16738,16015,-8201,62.1,
-15632,-10048,824,23509,17421,-12974,66.9,
-16688,-9012,1096,24248,10594,-16411,69.6,
-14464,-5528,1740,8888,1802,-7724,68.1,
-9664,-7404,2284,-5793,-1791,-3824,65.2,
-20416,-7028,-276,2500,97,3779,62.7,
-13200,-7768,3508,-1474,2197,8331,68.4,
-16328,-5448,1916,5864,4611,12167,67.9,
-14096,-8436,5380,1575,4028,8541,60.3,
-11800,-9016,7468,8815,3390,944,68.1,
-15412,-5912,2628,-278,-3074,-4751,62.2,
-13632,-11336,1456,-9346,-4958,-10151,60.1,
-18408,-10952,1056,6156,661,-18097,67.9,
-12820,-8080,1188,8917,912,-13340,78.1,
-10844,-6000,540,12192,1950,-5590,68.6,
-12712,-6728,1736,-24254,880,21905,70.8,
-16688,-9140,2280,8898,8504,9133,63.4,
-15040,-4528,3416,-4405,9183,4672,66.5,
-13136,-6512,6172,2911,8975,3570,66.2,
-14200,-4216,7952,9329,5326,191,68.0,
-18152,-4052,5356,3793,-2826,-3045,64.2,
-11968,-5244,2688,1632,-14778,-6215,70.7,
-22116,-7104,1128,-548,-18095,-7900,79.4,
-14424,-6536,1484,-4334,-12510,-13541,65.4,
-12836,-4552,-280,1854,-7041,-13023,79.3,
-9212,-7016,5260,-6491,6240,18564,70.5,
-18180,-7252,4772,-5610,12455,23260,66.9,
-17040,-8084,5440,214,11985,16116,68.1,
-14572,-5212,6428,2583,8361,4906,64.4,
-13512,-6256,6916,1587,1557,-1884,77.0,
-22208,-6188,6628,7817,-8064,-6059,74.7,
-23304,-8008,3456,11680,-12340,-13162,67.0,
-17800,-3180,1024,-4773,-19190,-13532,63.6,
-14116,-7460,136,-8453,-13724,-16237,61.9,
-11616,-4912,904,453,-5391,-10833,66.6,
-11536,-4072,4280,-6590,2288,-701,66.2,
-11032,-6468,6124,205,-2048,-6536,67.3,
-17164,-5728,4640,17703,-4884,-10259,58.4,
-24516,-2672,120,4327,-17840,-12678,61.7,
-20228,-7024,3288,-9492,-17658,-15314,66.3,
-16620,-6096,1064,3644,-12198,-13030,66.1,
-4620,-2824,180,-18639,-11284,-6804,76.7,
-2984,-376,-2936,-16866,-8581,3210,66.2,1.0
-8340,-22596,3940,-1875,-1110,32767,57.9,1.0
-12364,-32768,19672,-22991,-14844,9227,59.6,1.0
-7664,-4456,3244,8546,8343,4374,71.0,1.0
-9640,-13536,4176,92,180,4862,77.5,1.0
-15784,-2060,-28,5325,2553,3237,60.4,1.0
-14392,-9360,1480,5731,1479,-2106,56.7,1.0
-14892,-8220,1772,9858,711,-6998,60.0,1.0
-14416,-4396,2840,25915,2282,-6110,67.2,1.0
-14432,-4560,1968,-23367,-4730,4364,66.1,1.0
-11816,-10296,5132,2559,4267,5068,64.4,1.0
-11236,-16896,5572,-11202,262,2891,64.4,1.0
-11836,-11356,4968,-3763,-1285,-1127,64.4,1.0
-12720,-8612,4608,4461,400,789,66.0,1.0
-13656,-7904,4504,-957,-2397,845,67.7,1.0
-13048,-7352,2932,6144,-577,-1094,67.7,1.0
-13788,-6808,2568,3868,119,-1173,67.7,1.0
-13080,-5660,2708,733,977,-51,69.9,1.0
-14072,-7260,4440,-5063,225,1535,60.5,1.0
-12640,-8492,4356,-2430,76,1157,64.5,1.0
-13296,-7448,3552,668,111,-286,65.5,1.0
-13824,-6624,3644,624,440,26,66.4,1.0
-13316,-6436,3412,-3145,-548,828,87.6,1.0
-13428,-7040,3300,-88,277,-240,79.9,1.0
-13592,-7556,3772,949,839,-974,75.0,1.0
-13896,-8072,2096,2636,89,-557,72.3,1.0
-13292,-6720,2576,-1781,-682,53,75.3,1.0
-13860,-6816,3840,-2355,-209,797,69.6,1.0
-13144,-7460,4000,-1694,-536,602,80.5,1.0
-13416,-7436,3280,277,69,75,71.8,1.0
-13480,-7164,3396,232,22,223,74.0,1.0
-13692,-7272,3572,-115,-199,211,78.1,1.0
-13760,-6820,3348,-210,74,28,71.1,1.0
-13684,-6900,3944,781,223,-29,71.5,1.0
-13892,-7144,3036,45,-10,-231,56.0,1.0
-13732,-6676,3384,-418,-200,-6,82.2,1.0
-13720,-6744,3952,-103,-30,-224,63.1,1.0
-13372,-7452,3352,-268,-20,-68,79.8,1.0
-13732,-6980,3188,-367,-156,-11,79.6,1.0
-13592,-7244,3728,-430,324,90,79.9,1.0
-14152,-7352,2284,-65,306,21,80.2,1.0
-13784,-5856,3536,-436,81,-579,80.5,1.0
-13476,-7824,3672,-1508,-709,186,70.2,
-13400,-7236,3428,-708,-183,-11,61.3,
-13532,-7176,3052,117,171,-294,68.0,
-13488,-7204,3060,-487,10,-14,60.7,
-13636,-7328,3308,-496,-223,119,67.0,
-13496,-7104,3544,-1093,-522,370,76.0,
-13572,-7208,2808,-103,-91,-81,79.6,
-13556,-7448,3232,-540,-147,105,72.0,
-13540,-7132,3224,-328,-389,24,64.5,
-13644,-7080,3064,-1025,-352,-74,65.2,
-13344,-7696,3688,-680,-170,39,74.0,
-13748,-7652,3540,-448,-30,100,68.3,
-13024,-7940,4352,-23439,-6574,-3016,81.6,
-10200,-20436,2136,-4701,-3563,-17327,65.3,
-11680,-3868,688,24352,2629,-16398,61.9,
-6420,-16304,124,14031,4545,-13630,67.3,
-4424,-8460,-924,27682,20284,-11973,67.4,
-22296,-20428,5948,32767,30816,-14041,64.6,
-22236,-19940,16260,8663,10683,-10346,67.8,
-12772,-21176,5256,-19149,5269,4117,62.3,
-19208,-8756,4784,-5433,8516,13256,65.2,
-22480,-4292,-3984,-10937,3541,10321,68.6,
-16048,-480,-736,-9354,-7749,-1041,70.8,
-16472,140,960,2522,-15539,-10666,72.6,
-9040,-10576,-1008,13168,-9788,-9896,63.3,
-708,1004,4596,1360,2057,-4093,65.2,
-12412,-2064,9124,6649,5845,-7726,66.7,
-7776,-1140,7796,-6170,5593,-11906,66.7,
-18040,-13832,2112,-8921,-621,-3894,65.6,
-12652,-12360,3172,-11596,-7966,-910,69.0,
-9788,-15528,-3140,-6060,-12735,1735,73.9,
-7616,-17512,2024,15403,6859,293,58.6,
-4888,-15056,4856,25302,9192,277,64.5,
-9816,-12520,6568,17886,-1681,-3456,67.7,
-10268,-12280,5548,-10786,-18940,1664,68.6,
-9952,-10060,5116,-14134,-14404,-1389,77.5,
-8784,-10548,2724,-13742,-6290,1144,64.1,
-13736,-10956,3104,4319,2068,15601,64.0,
-13164,-5728,2280,25770,11430,14829,65.3,
-18316,-2008,-308,-11521,8536,14357,68.6,
-14236,-9792,5344,-12393,8319,14402,65.2,
-24060,-7576,7100,4370,-4039,-6922,64.5,
-19412,-6276,3376,7863,-13539,-16010,68.6,
-21172,-4476,1508,5556,-19030,-18661,61.5,
-13240,-8468,2004,-1851,-8818,-15635,70.5,
-10712,-4988,-764,8146,-2439,-7681,65.6,
-11028,-3328,1264,-4169,1131,3073,64.9,
-20548,-4004,-1620,-26095,2030,24613,67.3,
-15748,-14836,13672,11649,13694,29066,64.5,
-20468,20,6612,4839,10873,14428,66.5,
-13284,-9108,7868,-3371,820,5168,62.7,
-21184,-2880,2196,14289,-8727,-11607,61.9,
-17844,-3908,-3104,-3497,-16861,-15250,68.8,
-17856,-8532,-1620,-23732,-4029,-7769,68.2,
-13288,-10292,-2740,32767,11641,2124,68.4,
-11092,-11144,-8560,20228,10845,-2283,63.8,
-19928,-11520,-7772,15609,16566,-23337,67.5,
-22096,-12608,-3460,17807,18876,-28258,81.3,
-15844,-7960,-1352,14832,13403,-23112,65.9,
-9104,-5880,56,12041,9204,-8470,69.1,
-7216,-7332,5432,26803,11480,7598,67.2,
-14744,-6256,6048,-304,4653,9355,70.1,
-12116,-6568,6624,4860,964,743,78.4,
-16244,-7296,3812,4611,-2419,-7673,64.4,
-16868,-6836,3460,9775,-8383,-16896,70.8,
-25440,-7244,-4,5933,-12936,-21069,63.4,
-12684,-5648,752,-5833,-9561,-19409,53.5,
-11980,-6668,248,7835,-524,-12203,63.4,
-12564,-3904,2672,14454,3991,462,78.9,
-15216,-6192,5916,-4953,7005,17228,75.3,
-15540,-5280,2924,-9146,9714,21192,68.2,
-14440,-5452,7140,-9675,7343,5815,57.6,
-12764,-3848,8460,10659,6320,3538,69.7,
-14988,-4452,5656,4438,-3816,-2400,66.1,
-21772,-7792,5356,7641,-13107,-6132,64.2,
-26848,-7836,1816,8602,-14893,-15403,67.6,
-17692,-5232,852,-5697,-17838,-16250,66.2,
-13112,-7620,-280,-3835,-9614,-17120,59.4,
-10660,-4864,2192,11630,-1013,-11804,65.3,
-10108,-3704,3488,13704,6902,1452,64.1,
-18840,-3860,1776,-12672,15331,21196,66.7,
-18056,-8776,4872,21354,22728,17704,68.3,
-17848,-100,492,-10718,12075,4789,66.7,
-14712,-7984,4836,-24226,7908,231,64.4,
-14040,-4420,7504,11198,11990,614,71.9,
-14196,992,5760,8443,3266,-1616,71.5,
-19488,-5432,6860,1747,-6556,351,69.0,
-15956,-5960,1336,-4002,-20414,-2417,67.8,
-23616,-6800,340,-10387,-26800,-15055,79.1,
-15512,-7644,920,-12133,-16984,-25098,62.2,
-11672,-5512,-280,2327,-5603,-16683,65.3,
-10020,-1768,712,9338,4801,2225,66.3,
-14856,-7984,6740,-16657,12982,32767,53.5,
-23196,-8400,3336,19379,23001,27315,71.8,
-19564,712,4268,-11272,15178,10400,62.9,
-12508,-11268,11856,-5758,7686,5231,64.4,
-13384,-2440,9168,3838,2011,764,63.0,
-23656,-8948,6804,3018,-5167,-7959,60.5,
-20692,-6192,2452,1975,-17264,-17762,70.3,
-19076,-5228,1164,-3004,-18954,-21104,69.2,
-13044,-6116,408,1215,-9881,-20339,69.9,
-10344,-3752,1308,-4861,-3592,-1931,59.5,
-19516,-8844,3232,-10312,4737,25909,67.8,
-18412,-8988,5444,14787,21178,28292,72.4,
-19012,-4700,3924,2542,19161,19296,68.3,
-13844,-8068,7808,-6032,10409,6787,69.3,
-12696,-4388,9520,1352,3143,287,61.9,
-18632,-7212,5040,-7170,-4696,-5709,69.1,
-17116,-7844,2580,-400,-11819,-18496,75.6,
-21020,-7016,1728,2917,-12920,-20738,64.6,
-16004,-6096,1504,6021,-9704,-18784,69.3,
-8456,1656,-848,-8128,-1180,14363,55.8,
-18984,-14000,2440,-11373,-1235,32767,64.3,
-17292,-8468,2916,21881,15584,17327,69.2,
-19936,348,1060,-14627,10337,6645,66.4,
-12064,-10396,10212,1606,9238,9626,62.5,
-14156,1064,5816,10063,3382,-1530,62.9,
-25540,-9656,6192,-1066,-6850,-7367,65.6,
-18500,-5944,2648,-132,-15113,-16165,69.6,
-20896,-5488,824,-2404,-17644,-22391,63.1,
